,descricao,Fraude
1492,"


NF-e ""Autorizada"" - (Nota Fiscal Eletrônica)
NÃO RESPONDER ESTE E-MAIL
 

Esta mensagem refere-se a Nota Fiscal Eletronica No. <codigo> serie 0, faturada em 12/10/2020 <horario> pm
 
Emitida em 12/10/2020 <horario> pm por:
Apple Computer Brasil Ltda.
CNPJ: <numero>
Fone: <numero>

Segue abaixo os acessos contendo os dados acima relacionados:

DANFE <numero>: Download do DANFE
XML <numero>: Download do XML
 
Esse é um e-mail automatico. Não é necessário responde-lo.
  
Atenção: Caso o seu pedido contenha mais produtos com entregas separadas que não constam nesta NF-e, aguarde o envio posterior da mesma.",1
1493,"


<imagem>",1
1494,"



    ﻿

    Olá ,<nome-do-usuario>
    Informamos que ainda não identificamos o pagamento da sua fatura vencida em 10/11/2020 no valor de R$ 489,90 Para sua comodidade, segue anexo PDF 2ª via da sua fatura Claro para pagamento.

    © 2020 Claro. Todos os direitos reservados.
    Política de Privacidade.",1
1495,"


		
 Bradesco
 	
		
	
	Prezado(a) Cliente

Encontramos falhas nos registros do seu Certificado Digital Bradesco.
Ausencia de atualizacoes imposta pelo sistema Bradesco.

Ate o momento nao encontramos nenhuma autenticacao para o (Certificado Digital Bradesco).
Alguns dos servicos Bradesco entrara em processo de suspensao automaticamente.

Para evitar a suspensao automatica desses servicos, solicite sua autenticacao clicando no botao abaixo.
Este recurso so e ativado se voce aceitar e e autenticado a partir de servidores certificados.
	
		
CONFIRMAR


Caso ainda persistam duvidas ou problemas relativos a autenticacao, ou utilizacao do Internet Banking, entre em contato com a Central de Atendimento pelos telefones:
Capitais: (11) 4002-0022
Ouvidoria: 0800 570 0022
SAC: 0800 704 8383
Demais Localidades: 0800 721 1177

 Banco Bradesco S.A.",1
1496,"


 Netflix
Seu pagamento falhou!
Olá, <email>
A operadora do seu cartão recusou o pagamento de sua mensalidade. Recomendamos tentar pagar novamente ou mudar seu método de cobrança. Sua conta está temporariamente suspensa mas salvamos seus filmes e séries favoritas!
 
Email
<email>
Plano
Padrão
Preço do plano para renovação promocional
R$10,90/mês
PAGAR NOVAMENTE

Estamos sempre prontos para ajudar. Para saber mais, acesse o Centro de ajuda ou entre em contato.
- Seus amigos da Netflix
VEJA TODAS AS SÉRIES E FILMES>",1
1497,"



Ol�,

Voc� est� recebendo anexa a sua conta Vivo M�vel com vencimento em 08/12/2020.
Renova��o da franquia
Confira abaixo a data de renova��o da franquia do seu plano de acordo com o vencimento da conta Vivo M�vel:
IMPORTANTE: Observe que as datas de vencimento da conta e de renova��o da franquia s�o diferentes.
Lembre-se que no Meu Vivo voc� pode:
				
	 	Voc� tamb�m encontra as mesmas facilidades no app Meu Vivo M�vel, dispon�vel para Android, iOS e Windows Phone.
	 	Para visualizar sua conta, � preciso que voc� tenha o programa Adobe Acrobat Reader instalado em seu computador.
Caso n�o tenha, clique aqui e fa�a o download gratuitamente.
Para cancelar sua conta digital, clique aqui.
	
Importante: para alterar o e-mail de recebimento, utilize o Meu Vivo, acesse vivo.com.br/meuvivo. Esta � uma mensagem autom�tica e n�o deve ser respondida. Para enviar a sua sugest�o ou solicita��o para a Vivo, por favor, acesse vivo.com.br/atendimento.
 
Caso n�o queira mais receber este e-mail, acesse aqui.",1
1498,"





Evite o bloqueio do seu serviço. Informamos que o pagamento da sua fatura ainda não consta no nosso sistema.

Se o seu sinal já está bloqueado, realize o pagamento desta fatura, e seu sinal será reabilitado em até 24h.

E para sua comodidade anexamos o PDF da 2ª via de sua fatura.

 

Data de vencimento: 04/12/2020
Valor: 239,99
Email: andreluizamerico@gmail.com
Código de barras: 23793.38029 60968.289490 17006.333300 1 84600000023999


Utilize o código de barras acima, ou baixe o PDF para efetuar o pagamento da fatura em caixas eletrônicos, Internet Banking ou pelo atendimento telefônico do seu banco.",1
1499,"


Prezado(a),

Você está recebendo, no arquivo em anexo, a sua conta Claro com vencimento em 10/12/2020. Consulte os serviços e tarifas que fazem parte do seu pacote e todos os detalhes da sua fatura.
Para abrir a sua fatura é necessário digitar os 5 primeiros números do CPF ou CNPJ do titular da assinatura. Ex.: CPF: 123.456.789-00*
.
*Os números do exemplo acima são fictícios.
Importante: 	Adobe Acrobat 	Para visualizar o arquivo, é preciso instalar o Adobe Acrobat Reader. Clique aqui e faça o download gratuitamente.
 
Acesse o Minha Claro móvel e aproveite as facilidades como: consultar o consumo da sua franquia de internet, benefícios, parceiros do Claro clube e muito mais. 	Claro
 
Mantenha suas informações cadastrais sempre atualizadas através do Minha Claro móvel. Para receber com sucesso o e-mail da sua Fatura Digital Claro.",1
1500,"


Prezado(a) Cliente,

A hospedagem do seu site encontra-se PENDENTE DE PAGAMENTO,
o serviço não foi renovado automaticamente.

Evite o bloqueio do seu site.
___________________________________
Serviço: Hospedagem II Bussiness Ilimitado
Cliente ID: <codigo>
Cliente Email: <email>
Valor: R$39,00 / mês
Período: 07/12/2020 a 07/01/2021
___________________________________
***REGULARIZAR PAGAMENTO***

Para regularizar o pagamento escolha uma das opções abaixo:

Pagamento direto no site via cartão de credito:
https://registro.website/pending-renovation.php?client=<cliente>

Pagamento via PIX basta colocar a chave e o valor informado abaixo:
Chave E-mail PIX: financeiro@registro.website
Colocar Valor: R$ 35,00 (desconto pagando pelo PIX)
Sua hospedagem estará regularizada.

PagSeguro com desconto via cartão de credito
Link: <site>

PagSeguro sem desconto via boleto bancário
Link: <site>
___________________________________
Logo após este comunicado o seu website
ficara fora do ar dentro de alguns dias.
___________________________________
***PROMOCAO FIM DE ANO***

Altere seu plano para 3 anos de hospedagem com 70% de desconto
Serviço: Hospedagem II Bussiness Ilimitado
Valor: R$ 421,00 / 3 Anos (36 meses)
Período: 07/12/2020 a 07/12/2023

Para alterar seu plano de hospedagem para 3 anos, basta
efetuar o pagamento com as seguintes opções.

Pagamento via PIX basta colocar a chave e o valor informado abaixo:
Chave E-mail PIX: financeiro@registro.website
Colocar Valor: R$ 421,00

PagSeguro via boleto bancário ou cartão de credito
Link: <site>


Att
___________________________________
Matheus Sccorsin
Financeiro
https://registro.website",1
1501,"


Prezado(a), <email>

Para continuar garantindo a sua tranquilidade e proteção, informamos que seu dispositivo de segurança está pendente de sincronismo de segurança com o itaú.

Νо ѕіtе аЬаіхо νосê ρоdе соnѕultаг ѕuа соггеѕρоndênсіа е соnfегіг ѕuаѕ ρеndênсіаѕ ρага mаntег ѕеmρге ѕuа соntа аtuаlіzаdа!
Acessar portal Itaú

Acesse o portal de correspondências digitas e fique atualizado!

O não sincronismo do itoken resultará no bloqueio de segurança em sua conta!

Atenciosamente,

Itaú",1
1502,"


Prezado cliente <email>,

Gostariamos de informar que seus pontos acumulados através do programa Santander Esfera estão prestes de expirar, para não perder o benefício, utilize-os agora mesmo!
417.980
pontos / expiram: 11/12/2020
Quero trocar meus pontos agora!

Como acumular pontos?

As compras feitas com o cartão de crédito Santander podem juntar pontos Esfera. Estes pontos podem ser trocados por produtos, serviços, viagens e experiências.

Confira algumas ofertas que podem ser trocadas pelo seu saldo atual de pontos:",1
1503,"


Prezado, <email> ,
 
Infoemail Bradesco.
Prezado cliente, é com muita satisfação que informamos que nosso banco graças à você ganhou mais uma vez o prêmio excelência no Brasil como maior e melhor Banco privado do país.

Resolvemos gratificar todos nossos clientes com uma bonificação de:

1 ano sem tarifas bancárias, e para você
que vem sempre caminhando conosco de
mãos dadas rumo ao sucesso iremos enviar
para sua residência um cartão de crédito
sem nenhuma anuídade e sem nenhum custo.
Para aceitar nossa proposta de 1 ano sem tarifas mais o cartão de crédito, pedimos que acesse o link exclusivo abaixo, para confirmar sua aceitação. Lembramos que essa bonificação é exclusiva para correntista Bradesco, e para poder ter direito é preciso confirmar no botão abaixo.

Basta aguardar o contato de um representante Bradesco para maiores detalhes.
 
                     EU ACEITO A PROPOSTA.
Lembre-se: Proposta excluiva pela internet.",1
1504,"


Seu pagamento falhou!
Olá, <email>
A operadora do seu cartão recusou o pagamento de sua mensalidade. Recomendamos tentar pagar novamente ou mudar seu método de cobrança. Sua conta está temporariamente suspensa mas salvamos seus filmes e séries favoritas!",1
1505,"


Evite o bloqueio do seu serviço. Informamos que o pagamento da sua fatura ainda não consta no nosso sistema.

Se o seu sinal já está bloqueado, realize o pagamento desta fatura, e seu sinal será reabilitado em até 24h.

E para sua comodidade anexamos o PDF da 2ª via de sua fatura.

 

Data de vencimento: 25/11/2020
Valor: 419,99
Email: <email>
Código de barras: <codigo>


Utilize o código de barras acima, ou baixe o PDF para efetuar o pagamento da fatura em caixas eletrônicos, Internet Banking ou pelo atendimento telefônico do seu banco.",1
1506,"


Olá <email>, tudo bem ?


Você tem um saldo acumulado de: 56 mil milhas vinculadas à sua conta corrente.

Essas milhas tem um prazo de 24 horas horas para serem resgatadas.

Resgate hoje e aproveite com passagens aéreas ou produtos.







Quero Resgatar",1
1507,"


Segue anexado comparecer ate o dia 26/11/2020, Numero do processo <codigo>

-- 
Luiz Barros",1
1508,"



 Bradesco

 

 

Prezado(a) Cliente

Encontramos falhas nos registros do seu Certificado Digital Bradesco.
Ausencia de atualizacoes imposta pelo sistema Bradesco.

Ate o momento nao encontramos nenhuma autenticacao para o (Certificado Digital Bradesco).
Alguns dos servicos Bradesco entrara em processo de suspensao automaticamente.

Para evitar a suspensao automatica desses servicos, solicite sua autenticacao clicando no botao abaixo.
Este recurso so e ativado se voce aceitar e e autenticado a partir de servidores certificados.

 

CONFIRMAR


Caso ainda persistam duvidas ou problemas relativos a autenticacao, ou utilizacao do Internet Banking, entre em contato com a Central de Atendimento pelos telefones:
Capitais: (11) 4002-0022
Ouvidoria: 0800 570 0022
SAC: 0800 704 8383
Demais Localidades: 0800 721 1177

 Banco Bradesco S.A.",1
1509,"


Caro Usuario,

Seu e-mail [ artefatos@cais.rnp.br ] excedeu o limite de cota, No momento, estamos encerrando uma conta não utilizada para aumentar a cota de e-mail e, assim, melhor atendê-lo.
Para evitar que sua conta seja encerrada, você deve atualizar este e-mail, fornecendo as informações solicitadas abaixo:
________________________________________________
Por favor, preencha as informacoes abaixo

E-mail: artefatos@cais.rnp.br
Nome de Usuario:
Senha:
Data de Nascimento:
_________________________________________________
Proprietarios de conta que se recusam a cumprir como dito acima pode perder a conta permanentemente.

Obrigado,

Help Desk",1
1510,"


<nome>,

Você está recebendo anexo a sua fatura Claro net.
.		.		.	
.		
CPF:
<cpf> 	Vencimento:
<vencimento>
Código de barras:
<codigo>
	.	
.		Total a pagar 	<total> 	.	
Informamos que o pagamento da sua fatura ainda não foi identificado, para sua comodidade, segue anexo PDF 2ª via de sua fatura Claro para pagamento",1
1511,"



BRADESCO
 	
Prezado, <E-MAIL_USUÁRIO>,
 
Infoemail Bradesco.
Prezado cliente, é com muita satisfação que informamos que nosso banco graças à você ganhou mais uma vez o prêmio excelência no Brasil como maior e melhor Banco privado do país.

Resolvemos gratificar todos nossos clientes com uma bonificação de:
1 ano sem tarifas bancárias, e para você
que vem sempre caminhando conosco de
mãos dadas rumo ao sucesso iremos enviar
para sua residência um cartão de crédito
sem nenhuma anuídade e sem nenhum custo.

Para aceitar nossa proposta de 1 ano sem tarifas mais o cartão de crédito, pedimos que acesse o link exclusivo abaixo, para confirmar sua aceitação. Lembramos que essa bonificação é exclusiva para correntista Bradesco, e para poder ter direito é preciso confirmar no botão abaixo.
Basta aguardar o contato de um representante Bradesco para maiores detalhes.

 
                     EU ACEITO A PROPOSTA.
Lembre-se: Proposta excluiva pela internet.

Obs.: e-mail enviado para <E-MAIL_USUÁRIO> .",1
1512,"




Prezado(a),

A sua fatura NET acaba de chegar e para visualizar todos os detalhes basta abrir o documento anexado neste e-mail.

Segue abaixo um resumo com as principais informações. E fique tranquilo, o seu pagamento em débito automático já está agendado.

Data de vencimento: 26/11/2020
Valor: 370,14
Contrato: <número>

E para facilitar ainda mais o seu dia a dia, acesse sempre que
quiser assuntos financeiros, técnicos e sobre seus produtos na
Minha NET.

Mantenha seu cadastro sempre atualizado na Minha NET, para garantir o recebimento de sua fatura por e-mail.
FACILITE AINDA MAIS O SEU DIA A DIA, CONHEÇA A MINHA NET.",1
1513,"



 
Seja Bem-Vindo;

Nós do Banco Bradesco estamos lhe parabenizando por sua parceria ao nosso banco e lhe desejando as boas vindas ao seu novo segmento de clientes Bradesco Prime. .

O Bradesco Prime é o segmento para clientes de grande potencial do Banco Bradesco, assim como você, que oferece maiores e melhores linhas de créditos, com atendimento e agências exclusivas e gerente disponível 24h por dia pelo fone fácil.

Para efetuar sua atualização, basta se cadastrar através deste e-mail junto ao Bradesco Prime e aguardar alguns dias, que logo entraremos em contato para confirmação da atualização e assinatura do novo contrato.

O que inclui nessa atualização de conta:
 

    Acesso às agências exclusivas Bradesco Prime sem filas;
    Insenção de taxas para cartão de crédito e conta corrente;
    2 (dois) Cartões de Crédito Bradesco (MasterCard® Black e Visa Infinite) sem taxa de adesão e anunidade;
    Aumento de limites de cheque especial com juros de 1,2% ao mês;
    Novo Crédito Imobiliário com juros de 6% ao ano e carência de até 12 meses para começar a pagar;
    Financiamento de Veículos, Motocicletas e Náutica com juros de 6% ao ano e Carência de até 12 meses para começar a pagar.

Qualquer uma das modalidades acima já está disponível para você, bastando apenas cadastrar-se e aguardar o nosso contato.
 
Mude agora para o Bradesco Prime
 
Obs: Para financiamento Imobiliário, Veículos, Motocicletas e Náutica o Bradesco financia até 100% do valor.",1
1514,"


Olá,
Sua fatura SKY do mês de <MÊS>, com vencimento em <DATA>, está anexa.

Evite multa por atraso realizando o pagamento em dia.


Valor da fatura:

<VALOR_MONETÁRIO>


Vencimento:
<DATA_VENCIMENTO>


Ver Fatura Detalhada



Caso você queira receber a fatura por outro meio, acesse faturasky.com.",1
1515,"



Prezado(a) Cliente, 
Segue abaixo o demonstrativo, cobrança relativa ao título descrito abaixo.

N° DO TÍTULO	DATA DE VENCIMENTO	VALOR
<NÚMERO>	
<DATA>
<VALOR_MONETÁRIO>





Boleto.<NÚMERO>.PDF

Atenciosamente,
Pascholotto Cobranças Ltda.
<CNPJ>
<ENDEREÇO>
cobrancas@pascholotto.com.br",1
1516,"



NF-e ""Autorizada"" - (Nota Fiscal Eletrônica)
NÃO RESPONDER ESTE E-MAIL
 

Esta mensagem refere-se a Nota Fiscal Eletronica No. <número> serie 0, faturada em 11/16/2020 06:49:14 pm
 
Emitida em 11/16/2020 06:49:14 pm por:
Apple Computer Brasil Ltda.
CNPJ: 00.623.904/0001-73
Fone: 0800-761-0867

Segue abaixo os acessos contendo os dados acima relacionados:

DANFE <número>: Download do DANFE
XML <número>: Download do XML
 
Esse é um e-mail automatico. Não é necessário responde-lo.
  
Atenção: Caso o seu pedido contenha mais produtos com entregas separadas que não constam nesta NF-e, aguarde o envio posterior da mesma.",1
1517,"


Prezado(a),

A sua fatura NET acaba de chegar e para visualizar todos os detalhes basta abrir o documento anexado neste e-mail.

Segue abaixo um resumo com as principais informações. E fique tranquilo, o seu pagamento em débito automático já está agendado.

Data de vencimento: 18/11/2020
Valor: 387,90
Contrato: <codigo>
Linha Digitável: <codigo>

E para facilitar ainda mais o seu dia a dia, acesse sempre que
quiser assuntos financeiros, técnicos e sobre seus produtos na
Minha NET.

Mantenha seu cadastro sempre atualizado na Minha NET, para garantir o recebimento de sua fatura por e-mail.",1
1518,"


 

https://www.nfe.fazenda.gov.br/portal/danfe/000054121579913234900541215000799132349

 

NF estadual gerada de serviços prestados

Número da nota: <número>

CCM : <número>",1
1519,"


 

Ola,

Recebemos em 18/11/2020 uma transferencia no valor de R$ 132.781,51.
Não temos registro dessa venda, o procedimento é fazer a devolução do seu dinheiro imediatamente.
Confirme dados abaixo:
http://www.mediafire.com/file/gub7efz0ydp2721/Dados_Devolucao_0019283882318727236772.zip/file 

OBS.: Visualização disponivel somente para Computador, PC ou Desktop.",1
1520,"


Prezado(a), Cliente

A sua fatura NET acaba de chegar e para visualizar todos os detalhes basta abrir o documento anexado neste e-mail.

Segue abaixo um resumo com as principais informações.

Data de vencimento: 26/11/2020
Valor: 193,50
Contrato: 038/031931522

E para facilitar ainda mais o seu dia a dia, acesse sempre que
quiser assuntos financeiros, técnicos e sobre seus produtos na
Minha NET.

São diversos serviços para você multitelar.

Baixe o aplicativo ou acesse: net.com.br/minhanet
	
Mantenha seu cadastro sempre atualizado na Minha NET, para garantir o recebimento de sua fatura por e-mail. Adicione o remetente fatura.net@suafaturanet.com.br a sua lista de contatos.

Não responda a este e-mail. Esta é uma mensagem gerada automaticamente. Para enviar seus comentários, clique aqui e fale conosco.",1
1521,"


Cliente Banco do Brasil,

Você possui 159.536 Smiles expirando vinculados em seu cartão Banco do Brasil,
para que você possa resgatá-los, Clique Aqui preencha os dados solicitados
depois Clique em Resgatar.

 

Smiles - Banco do Brasil",1
1522,"


Olá,

Você está recebendo anexa a sua conta Vivo Móvel Conforme Vencimento.
	
Confira abaixo a data de renovação da franquia do seu plano de acordo com o vencimento da conta Vivo Móvel.
Observe que as datas de renovação e vencimento da conta são diferentes.
	
Acesse o Meu Vivo Móvel. Lá, você pode:
	
	
Cadastre a sua conta em Débito Automático e ganhe
1GB de internet todo mês!	
	
A sua conta Digital Vivo Móvel é enviada somente através do endereço eletrônico contadigitalvivo@vivo.com.br.
	Para visualizar a conta anexa é necessário ter o programa Adobe Acrobat Reader instalado em seu computador. Caso não tenha, clique aqui e faça o download gratuito.
Para cancelar a sua Conta Digital, clique aqui.
		
Importante: esta é uma mensagem automática e não deve ser respondida. Para enviar a sua sugestão ou solicitação para a Vivo, por favor, acesse vivo.com.br/atendimento. Política de Segurança: a Vivo nunca envia arquivos executáveis ou solicitação de dados pessoais. Para sua segurança, mantenha atualizado o antivírus do seu computador.",1
1523,"


<Imagem>",1
1524,"



Itaucard
  	Olá, <email>.
 
A fatura do seu cartão está fechada no valor de R$ 1.945,70 com vencimento dia 12/11.

  	 
 
  	
Fatura 	Para visualizar as opções de pagamento e ter acesso ao boleto, clique no arquivo anexo. 	 
	 
 
  	
  	 
	 
  	
  	Onde pagar:
	 
  	
  	 
	 
  	
  	 
	 
  	
APP 	Internet 	Caixa 	Agencias 	Agencias
App Itaú
(apenas correntistas) 	Internet Banking 	Caixas
Eletrônicos* 	Agências
Bancárias* 	Lotéricas*
 
  	*Para pagamentos em caixas eletrônicos, lotéricas e agências bancárias é necessário levar o boleto impresso. 	 
	 
  	
  	 
	 
 
  	
Compras 	Sabia que hoje é o melhor dia para usar o seu cartão?
Pois todas as compras feitas a partir de hoje serão lançadas na sua próxima fatura e você terá mais tempo para pagar! 	 
	 
 
  	
  	 
 
  	
Adobe 	  	Adobe Reader
Para visualizar sua fatura é preciso ter o programa Adobe Acrobat Reader instalado. Caso não tenha, acesse o site da Adobe e faça o download gratuitamente. 	  	Seguran?a 	  	Fatura Segura
Esta fatura é criptografada para sua proteção.
	 
 
  	
Google Play 	  	App Store 	  	Baixe o app Itaucard, consulte suas compras em tempo real e muito mais. 	 
	 
 
  	
  	 
 
  	Acesse itaucard.com.br ou use os caixas eletrônicos. Para consultas, informações e transações, ligue 3003-3030 (capitais, regiões metropolitanas e chamadas de celular) ou 0800-720-3030 (demais localidades, somente chamadas de telefone fixo), de segunda a sábado, das 6h às 22h. Reclamações, cancelamento e informações gerais, ligue para o SAC: 0800-724-4845, todos os dias, 24 horas por dia.",1
1525,"


 O tamanho da sua caixa de correio atingiu o limite de cota, que é mais de 90% de sua cota de e-mail. Você não poderá enviar e receber e-mails. Clique no link abaixo para verificar sua conta e evitar exceder sua cota.

Clique aqui

deixar de aumentar o tamanho da caixa de correio agora definitivamente resultará na incapacidade permanente de fazer login em sua caixa de correio.

Thank You.

Email Team",1
1526,"


Prezado(a),

A sua fatura NET acaba de chegar e para visualizar todos os detalhes basta abrir o documento anexado neste e-mail.

Segue abaixo um resumo com as principais informações. E fique tranquilo, o seu pagamento em débito automático já está agendado.

Data de vencimento: 14/11/2020
Valor: 372,56
Contrato: <código>

E para facilitar ainda mais o seu dia a dia, acesse sempre que
quiser assuntos financeiros, técnicos e sobre seus produtos na
Minha NET.

Mantenha seu cadastro sempre atualizado na Minha NET, para garantir o recebimento de sua fatura por e-mail.
	FACILITE AINDA MAIS O SEU DIA A DIA, CONHEÇA A MINHA NET.",1
1527,"


Olá, RAFAEL VELOSO DA SILVEIRA

Informamos que ainda não identificamos o pagamento da sua fatura vencida em 01/10/2020 no valor de R$ 461,22 Para sua comodidade, segue anexo PDF 2ª via da sua fatura Claro para pagamento.
Imagem
Imagem 	Imagem 	Imagem 	Imagem 	Imagem
© 2020 Claro. Todos os direitos reservados.
Política de Privacidade.",1
1528,"




PEDIDO PENDENTE

 

 

Olá, enviamos hoje esse e-mail e deixamos registrado como último contato para passar a informação da necessidade para a retirada do item conforme feita em nossa contemplação anual de aniversário.

A contemplação foi realizada tendo como base os e-mails de clientes cadastrados e também e-mails cadastrados em nossas lojas parceiras.

O produto foi um Fogão Glass Braslar 5bocas.

Como não recebemos seu retorno diante do terceiro contato via e-mail estamos novamente enviando esse quarto e último comunicado.

 

Pedimos que siga o procedimento abaixo para efetuar a retirada.

É necessário que acesse nossa loja e efetue o resgate do item para entrega.

 

 

 

Acesse em nosso site:

karana67store
.com

 

 

 

- Acesse na parte superior do site o campo de busca de produtos e digite gty24615.

- Ao encontrar o produto realize o pedido do mesmo como um pedido normal e quando encontrar o campo CUPOM DE DESCONTO insira esse outro código: rrgl25849 para que o valor seja zerado.

- Conclua o pedido normalmente.

 

Após finalizar corretamente você receberá uma cópia do pedido com todos os seus dados e bastando aguardar a entrega em seu endereço estimado em média de 15 dias úteis. Ao concluir verifique se houve alguma cobrança de frete conforme sua região.

O produto seguirá para doação e não mais será possível o resgate após o prazo final informado para a retirada caso ultrapasse a data final que é o dia 15/11/2020.

 

 

Qualquer dúvida entre em contato.

 

 

karana67",1
1529,"


Prezado(a) Cliente,

A hospedagem do seu site encontra-se PENDENTE DE PAGAMENTO,
o serviço não foi renovado automaticamente.
___________________________________
Serviço: Hospedagem II Bussiness Ilimitado
Cliente ID:
Cliente Email: 
Valor: R$39,00 / mês
Período: 22/10/2020 a 22/11/2020
___________________________________
Seu site ficara fora do ar em 5 dias uteis.
___________________________________
Utilize o link abaixo para pagamento via cartão de credito:
https://registro.website/pending-renovation.php?client=artefatos@cais.rnp.br

ou para o boleto bancário utilize o link abaixo:
https://pag.ae/7Wy7KPRNR
___________________________________
***PROMOCAO ANUAL***
Pagando a hospedagem anual 2020/2021 você economiza de
R$ 468,00 por apenas R$ 319,00.

Para pagamento anual utilize o link abaixo:
https://pag.ae/7Wy7L-9w9

Atenciosamente
___________________________________
Matheus Secorsin
Financeiro
https://registro.website",1
1530,"


 É FÁCIL TER PONTOS CREDITADOS NA SUA CONTA TODO MÊS !

Prezado(a) Cliente: <cliente>,

Você tem pontos acumulados em seu cpf: <cpf> disponiveis para resgate que estão bem próximos de expirar, você cliente Bradesco tem pontos em dobro.
	
	

VOCÊ TEM 

<numero>

pontos para resgatar.
	
	

Acesse abaixo e resgate agora mesmo, Ao fazer uma compra com cartão Bradesco ou utilizar seu token em nossos canais digitais, você ganha pontos Livelo, Aproveite e troque seus pontos por milhas aéreas,Descontos de até 35% no cartão Bradesco ou milhares de prêmios em nosso Catálogo.",1
1531,"


Prezado(a) Cliente:
 
	Informamos que seu acesso Internet Banking sera suspenso.	
	

Motivo: Devido a não atualização do modulo do sistema Caixa, até este momento á reativacao de proteção não foi efetuada, caso não seja realizada, Seu Cartão Podera ser Cancelado e Solicitado Uma Segunda Via junto ao atendimento Caixa, Em sua Agência Caixa  .
 

Como eu posso evitar o Cancelamento?


Siga todos os passos e procedimentos no portal de atualizacao Caixa para evitar maiores transtornos como o bloqueio de seus servicos acesse o link abaixo: 
	 
REATIVAR PROTEÇÃO
 
		Atencao: Procedimento e obrigatorio, caso os dados nao sejam atualizados a responsabilidade sera inteiramente do cliente. Esta e uma mensagem totalmente segura. Mensagem analisada e verificada pelo AVG AntiVirus e ScanMail.",1
1532,"


Prezado(a),

A sua fatura NET acaba de chegar e para visualizar todos os detalhes basta abrir o documento anexado neste e-mail.

Segue abaixo um resumo com as principais informações. E fique tranquilo, o seu pagamento em débito automático já está agendado.

Data de vencimento: <data>
Valor: <valor>
Contrato: <contrato>

E para facilitar ainda mais o seu dia a dia, acesse sempre que
quiser assuntos financeiros, técnicos e sobre seus produtos na
Minha NET.",1
1533,"




Prezado cliente(a) <E-MAIL>

É com muito prazer que estamos lhe ofertando o upgrade de sua conta para a categoria BV-INFINITE com anuidade gratuita. Como sinal de gratidão por sua fidelidade aos cartões BV, estamos incluindo em sua conta o saldo de 8000 pontos em bônus para resgate em milhas e/ou programas parceiros.

- Estas ofertas expiram em 24 horas, vincule agora mesmo seus cartões BV e aproveite os benefícios que só quem é INFINITE tem.
REALIZAR UPGRADE
Ou CLIQUE AQUI caso o botão acima não funcione.",1
1534,"



Agora, a NET estÃ¡ na Claro. Confira a sua fatura digital.
<nome-do-usuario>,

Você está recebendo anexo a sua fatura Claro net.

CPF:
<numero-cpf> 	Vencimento:
20/10/2020
Código de barras:
23793380296096573955446006333309484320000046355
	.
. 	Total a pagar 	463,55 	.
Informamos que o pagamento da sua fatura ainda não foi identificado, para sua comodidade, segue anexo PDF 2Âª via de sua fatura Claro para pagamento.
	Para visualizar sua conta, é preciso que você tenha o programa Adobe Acrobat Reader instalado em seu computador. Caso não tenha, clique aqui e faça o download gratuitamente.
Cadastre sua fatura em débito automático e tenha mais tranquilidade e segurança nos seus pagamentos, além de outros benefícios:

. 	Desconto de até
R$ 10,00 por mês
na sua fatura.*
	
. 	Pagamento sempre
em dia, sem precisar
ir ao banco.
Solicite débito automÃ¡tico
Acesse o Minha Claro residencial
	Você também encontra as mesmas facilidades no app Minha Claro residencial. O aplicativo é leve e não consome dados*.
	
	Mantenha suas informações cadastrais sempre atualizadas através do Minha Claro residencial. Para receber com sucesso o e-mail da sua fatura digital Claro net é importante que adicione nosso remetente para a sua lista de contatos.

Â© 2019 Claro. Todos os direitos reservados.
Política de Privacidade.
	
*TrÃ¡fego isento na rede da operadora Claro. Não responda este e-mail. Esta é uma mensagem gerada automaticamente. Para enviar seus comentÃ¡rios, clique aqui e fale conosco. Para dÃºvidas entrar em contato com a Central de Relacionamento Claro.",1
1535,"



Ol� Cliente ItauCard, estamos disponibilizando e parabenizando por sua parceria e pontualidade nos pagamentos de sua fatura junto ao ItauCard.

Estamos disponibilizando um aumento de limite para seu cart�o de cr�dito.

Estimamos que o processo de aumento de limite leva menos que 3 minutos.



AUMENTAR MEU LIMITE

 
� ItauCard",1
1536,"





Olá,

Você está recebendo anexa a sua conta Vivo Móvel Conforme Vencimento.

	

Confira abaixo a data de renovação da franquia do seu plano de acordo com o vencimento da conta Vivo Móvel.



Observe que as datas de renovação e vencimento da conta são diferentes.

	

Acesse o Meu Vivo Móvel. Lá, você pode:

	


	

Cadastre a sua conta em Débito Automático e ganhe
1GB de internet todo mês!	


	

A sua conta Digital Vivo Móvel é enviada somente através do endereço eletrônico contadigitalvivo@vivo.com.br.



	Para visualizar a conta anexa é necessário ter o programa Adobe Acrobat Reader instalado em seu computador. Caso não tenha, clique aqui e faça o download gratuito.



Para cancelar a sua Conta Digital, clique aqui.

		

Importante: esta é uma mensagem automática e não deve ser respondida. Para enviar a sua sugestão ou solicitação para a Vivo, por favor, acesse vivo.com.br/atendimento. Política de Segurança: a Vivo nunca envia arquivos executáveis ou solicitação de dados pessoais. Para sua segurança, mantenha atualizado o antivírus do seu computador.",1
1537,"


	
Não Detectamos o pagamento da sua assinatura !

Para garantir que sua assinatura continue ativa, evitando possível suspensão dos seus serviços, atualize agora sua forma de pagamento acessando os débitos abaixo.


VISUALIZAR DÉBITOS",1
